Year,CanESM5,CESM2,GFDL-ESM4,MIROC6,UKESM1
2088,16.265883382161462,16.665513610839866,12.852873738606775,14.9190663655599,16.356429036458337
2089,16.788997904459677,15.415134684244833,12.783779398600302,14.241792297363304,15.316878255208337
2090,15.889405822753929,15.674818929036462,12.88782653808596,14.46486307779952,16.726525878906273
2091,16.06764628092452,15.993386840820335,13.066359456380212,14.034560139973962,17.040633138020837
2092,15.870467122395837,14.96082458496096,12.630705769856775,15.313930765787802,15.701969401041708
2093,16.192112223307333,15.314487711588583,13.117402648925804,15.081572469075525,16.405928548177087
2094,17.05139821370443,15.809462483723962,12.964908854166708,15.22237040201827,16.37421061197921
2095,16.781477864583337,14.61048024495443,12.603196716308616,14.637350972493493,17.604333496093773
2096,16.773100789388025,16.109829203287802,13.288741048177087,16.145244852701865,17.139021809895837
2097,16.38721110026046,16.141938781738304,13.277032470703148,14.905653889973962,17.44568277994796
2098,15.3088368733724,16.013477579752646,13.002898152669275,15.986965433756552,16.548059082031273
2099,16.31135965983077,17.42603200276693,11.95357157389327,15.815512593587243,16.31036783854171
2100,16.477075195312523,15.392134602864587,13.403507486979208,16.226373291015648,16.130395507812523
